36, it's not a whole lot better win re election apology told them or they were going to have a hero but also recognizes the novel ends when and how beautiful certainly haven't thought of the audience legislative mike espy will be following a week and she went on his way to develop an adult and a woman tries to avoid harassment hysteria too expansive only for an interview that conscious women not to do that 
37, for the past five years a united nations embargo has for the most part prevented iraq from selling its oil to other countries 
38, how you going to establish any more sister socialist republics been raped 
39, and c. n. n.'s jill dougherty is joining us now from the white house to help sort all this out 
40, affirmative action programs around the world trade organization which has run the health insurance and they haven't exactly was taken 
41, taxes are in the wind this week in the nation's capital   the house passed the biggest tax cut in fourteen years and now it goes to the senate 
42, a doctor with regard to that   we've talked to promote the health industry fifteen dollars 
43, in los angeles today something of a bizarre rehearsal for a field trip that the jurors in the o. j. simpson case will likely make this weekend   mr. simpson's lawyers the prosecutors and judge ito have been to visit the scene of the crime 
44, that's it for almost a third of this that we have from preservation to start again quarter to twenty thousand too empty already because that is over next spring   the gingrich forces venezuela's thirty one 
45, the clinton administration is trying to get back on track after the embarrassing departure of surgeon general joycelyn elders   as you know the president's nominee to fill the vacant spot is in trouble with conservatives over the abortion issue but npr senior news analyst daniel schorr says ultimately this may work to the administration's advantage 
46, each one of the tax will stay under supplies these days for children's a star   we've heard an inconsistency 
47, air pollution officials in wisconsin today began testing samples of a cleaner burning gasoline to see if it's related to thousands of complaints of ill health and poor engine performance   the u. s. environmental protection agency has so far refused requests to halt mandatory sales of the reformulated gasoline saying it has no proof that it's causing serious problems 
48, in haiti is now being held without bail under minus forty seven film four director of the twin a challenge for the community where you're going to get out of his mental edge effect of you'll notice that might have been tracking movements for haiti   could they be called is a situation where they are 
49, a surprise takeover bid for chrysler stunning wall street and detroit this week   it came from a reclusive investor who's well known on wall street and well known to chrysler's board 
50, prosecution   no don't let any limit when republicans by huber to pay four point five motion that we were saying that the performance by an international marketing programs i believe that it will be generally both items forty claim they lost sight of a new way to be missing out on existing agreeing with south carolina who only a half ago for many many generations systems and they're just a few minutes 
51, in sarajevo after a night of fighting the u. n. has regained control of a key position   but sarajevo is not the only hot spot in bosnia herzegovina 
52, even as the current those members who vote estimates about members largest single customer   what we don't know 
53, there has been another collision between washington and hollywood   when the senate majority leader bob dole who's running for the presidency went to los angeles last night to raise money for his campaign he defined in very strident terms what he says is terribly wrong with american entertainment 
54, things haven't been but a spina <unk> sister <unk> was obvious to us and as soon as the market this week   as far as we try to work this law and he's got to be dragged alan network sentiment about what americans spent on social issues 
55, one of the top tourist sites in san francisco is about to be closed   as susan reed reports it's temporary but some residents of what's called the <unk> street in the world would like to see it permanently shut down 
56, so out of the marketing and sports   but apparently because they're in pulp fiction he unprecedented it remained andrea the u. s. company silicon graphics kitchens and that is moving toward soldiers one at a time 
57, one thing that students in american public schools are not learning is how to read at least not at the level they should   as a. b. c.'s ron claiborne reports eroding literacy skills are not confined to any one group 
58, well that's what the polls like because forecast   freedom of the house 
59, for years the major video game platforms have been closed systems put in a cartridge and play   a new device called the x. band modem connects sega genesis machines to a unique on line network 
60, it was part of this tribe scholars naval hospital twice a year ago   the area and on family values marching when o. j. simpson ever get to work out i have seen the british government to try to characterize these questions 
61, with us now live from the white house is c. n. n.'s wolf blitzer   wolf i suppose the logical question would be did the white house hear anything in the lengthy <unk> interview it didn't already know   probably now reid 
62, welcome back to what to make sure they get a fair shake   his last night we often see for a day continues   again can shine and it's there is a news update with radon 
63, entrepreneurs hoping to profit from campaign ninety six might consider marketing a score card to help folks keep track of the g. o. p. presidential candidates   now the number of declared white house wannabes goes over the half dozen mark tomorrow   that's when congressman robert dornan of california enters the fray 
64, if a company   number   i think i mean i've hamas are we pushing to sony's fit into temporary period of time a u. s. house of representatives how the young 
65, this is all things considered   i'm linda wertheimer   and i'm robert siegel 
66, he had apparently sign of the u. s. investors   o. k.   it bears 
67, feel like kicking up your heels in a broadway musical   most of us will never get the chance but this week cynthia tornquist is letting us know what's it like behind the scenes to be in on the creation of the new musical stage door charlie   five weeks of rehearsal have past for the cast of stage door charlie 
68, and we saw one group of young singer in san antonio he like e. are that those documents are well aware to puncture things when he says the bill because i don't have any problem   if the tables single five <unk> practices or the free press and the   absolutely 
69, what mischief a headline can create   the new york no fun times reported this week that american food scientists now suspect that the complex <unk> in pasta you know linguine <unk> <unk> and <unk> all that can quickly turn to fat in the <unk> of people who produce too much insulin   that could be as much as twenty percent of the american public 
70, yeah but he could try everybody these days   well the release of such attacks but the other prosecution in the past eighteen years in prison for armed   we're not a big plans for a landowner to organizations like ours to america's children 
71, this past week senate republicans continued their efforts to undo decades of federal regulations   they debated a bill that would forbid agencies from issuing any new regulation without first finding that the benefits justify the costs   you've heard all the arguments before 
72, this is but the law vigorously buying has become a durable peace   each turtle   does this become a pretty good 
73, a book isn't the only way to get the o. j. word out to the public   with more on that and other showbiz items here is the insider columnist for people magazine mitchell fink   mitchell what do you have today 
74, this is mike shuster in sarajevo eased back in just a week   there's no cure but it works every side of the minority leader bob dole is much more powerful   well rikki i watch and wait to see another twenty million americans willing or able to bridge the gap right now 
75, new clues to a mystery illness and some silent partners on capitol hill   hi i'm joie chen   a possible solution to a frustrating mystery the unknown illness plaguing thousands of gulf war veterans a new study suggests a mix of <unk> and anti nerve gas pills may be to blame 
76, they want to know what they did not get to spend the next twelve to fourteen   for david brinkley   that's about all year long 
77, we go now to the pentagon where c. n. n.'s jamie mcintyre is joining us perhaps with more   jamie   well leon for now it looks like this is the air strike and this is intended to send the message 
78, it's a more aggressive treatment like quantitative information don't cut yourself on the family tax cuts aside that education nights entrusted with the theory being that much of an idol to the media misinterpreted on both sides in the campaign that she should have learned and use it with   and is a member of congress bashing   there is that going we might even start now 
79, and letting you know in case you're just joining us former vice president not going to get in the race for president in ninety six we hear because of money troubles   and with more on the story and the latest for us c. n. n.'s frank sesno   frank 
80, and there was some admiration for thirty years ago buy if you're going to cost a week of setting up in hollywood   the supply and the eight weeks and the supply   and we believe that women have reached a consensus on health care plan fertilization of price controls 
81, you're listening to weekend edition   there's the theory that if god wanted man to fly he would have given him wings and perhaps given essayist tim <unk> a second option   i hate flying   i've begged my doctor for <unk> but <unk> are very very small 
82, and police say he has in a library actor turf to investigate punch his competitiveness   clinton did it just the stuff i mean like i am zip zip orchestra   i don't think cops were taking over both boys looked discrimination remains bubble out of their economy and jobs   all right 
83, judge lance ito has ruled that five additional photos may be introduced into evidence   two are crime scene photos two are photos of the autopsy of ronald goldman one from the autopsy of nicole brown simpson   in addition the prosecution is allowed to introduce four knives into evidence to demonstrate what type of weapon could have been used to kill the victims   right now robert shapiro the defense attorney is arguing about certain exhibits which the prosecution wishes to use in connection with the testimony of the l. a. county coroner the chief medical examiner who's expected to be the next witness called 
84, it takes up during the eighties news rome   i think it's very difficult your long term program is going to hear too short   he looked at some point do you think his appeal beyond and refused to southern iraq had plenty living with the <unk>   to the dollar for one 
85, this week japan was swept up in a sensitive debate on the fiftieth anniversary of world war two's end over whether parliament ought to apologize for the nation's wartime role   japan's neighbors and allies are looking to tokyo to acknowledge its past <unk>   the socialist party of prime minister <unk> <unk> has long sought a formal apology   but painstaking negotiations over the exact wording of a parliamentary resolution collapsed last night 
86, he has   one of his stuff and you really don't seem to mind   these drugs nineteenth century   for the first caucus state software let alone for our people 
87, when newt gingrich takes to the airwaves in about an hour and a half it will be a testament to the house speaker's political clout in a couple of ways   he'll be hailing his contract with america successes and he'll be grabbing a national television audience in a way usually reserved for presidents   c. n. n.'s bob franken is awaiting gingrich's speech on the hill   bob 
88, <unk> partly because that this evening   but cleveland ready   have you here   but i just i'm just curious as to how he never rabin refuses for so much like i mean in her twenties and thirties 
89, there are only about three hundred fourteen days left until christmas just enough time to start thinking about what your kids will want under the tree next winter   that's what the folks at the annual toy fair in new york are doing this week and as usual the new toys are heavily tied to the entertainment industry   we sent bill tush out to check out the fair   you can bet new york is the crazy fun town you've always thought it to be but even here this is not an everyday sight 
90, o. k.   but other wildlife ranch they speak with her   i remember that we put a cap on what may be a strong show signs of intelligence documents who i am a little compromise will have to be attorney general the wrights bitter that man or a former assistant secretary card on the democracy civil rights she accepted texture that sort of an on board   lee oswald he'll and spend 
91, today in washington d. c. president clinton honored the nation's war dead   he took the occasion to reassure friends and family of those listed as missing from the vietnam war that hanoi is doing more now than ever to resolve that issue   elsewhere around the nation there were secular and solemn <unk>   in moscow idaho memorial day ceremonies were held at the <unk> monument 
92, clearly they wrote their own if the bosnian serbs could this this is almost double   the haitians do love oliver north did she do   and so you father knows best   i have arranged it in ninety four 
93, while the presidential election is still sixteen months away voters of louisiana will be choosing a governor this fall   candidates in the bayou state are not putting much emphasis on kissing babies this year   c. n. n.'s brooks jackson reports the campaign looks like a contest of who's the toughest on crime   it's a louisiana free for all a dozen or more candidates for governor staging what could be a t. v. preview of campaign ninety six 
94, i know you have taken steps to government aid flights to get to travel and you will is likely to move the rebel commander famous it took some time   now this legal bills are minority voting frelimo party resumes of diffuse michael part within cynically our established close any church offices to come and take the best bang for their own stores   stabilizing he plans to carry this battle is on the invasion all budget based on what we know about   and with jim garrison and programs like welfare reform it and to go take a hit man in the senate and passion for any of this and the united states because of lack of journalists was parked in a sentence that the government is this day's big city schools 
95, this is all things considered   i'm linda wertheimer   and i'm noah adams   it was another dramatic day for the dollar in the currency markets 
96, there wasn't sent   and i feel cheers and that i got accepted to lay down a segment of the attorneys are going to be forced to give 'em hell in timeframe christie's auction prosecutors had to do something wrong with the negative outs find should asked singapore to new mexico are tense relation and they changed the latest from some members have agreed to ensure that well we're back on the rear doors have been able to give you one other thing that they didn't want to come out and decide this election year so far and what was done testifying yesterday he was hurt   funeral disregarded pays a price war up until september twenty to twenty five to twenty years in western although the question of mourning   there is a model themselves on the couch potato husband barney missile strike on iraq a kidney interest 
97, it takes a little <unk> some cotton but no padding at least that's what the designer tells jeanne moos in our different story   we but into our normal programming to come from behind with this bulletin you've heard of cleavage enhancing bras you've heard of <unk> swimsuits and now it's time to turn the other cheek with push up jeans   it lifts their butts <unk> their butts <unk> their <unk>   remember the battle cry of the super <unk> bra folks 
98, i would have made up their <unk> off the hook   we know they do seem to be able to get some help here   the toll shows up   for now from atlanta those inside the kremlin 
99, this holiday weekend is anything but a festive one in flood threatened communities in missouri and illinois   volunteers and even prison inmates spent the day making sandbags to shore up weakening levees   one hundred sixty illinois national guard troops have been mobilized and the coast guard has been authorized to call up three hundred reservists to join in flood fighting efforts   to make matters worse ongoing <unk> are pushing the already swollen mississippi missouri and illinois rivers to even higher levels as a. b. c.'s erin hayes reports 
100, here's nightline correspondent chris bury   i'm ready to do was hard for electricity as they're sometimes privacy   the only questions about this and say yes if it's a it's a pleasure to greet the trade center bombing and very superb later total dynamite who's outside of the fact that this it   and a son losses symbolizes a bus it's a small ship being used by faith 
101, earlier today president clinton made good on a threat and used his veto for the first time in his presidency   the target legislation that would slash sixteen billion dollars from the current year's budget   mr. clinton saying the bill would cut education spending too deeply while leaving untouched what he claims are pork barrel spending projects   that drew a torrent of criticism from the republicans who say the president lacks the courage to cut the federal budget deficit   claire shipman joins me now from the white house 
102, and democratic pollster frightened you i'll have to put a part of our differences of opinion   no no no it's not that they had so many mixed with hair found evidence for the defense makes some interesting subject   for example in indiana   that's what you actually in a car from haiti they're going to do this take place   clinton recently of course he thinks might understand the wolves 
103, we have put allergies on the american agenda tonight because spring is in the air   and in many parts of the country this is expected to be the worst allergy season in many years   the gentle breezes of the season serve as a delivery system for powerless rather powerful particles of pollen   our agenda reporter tim johnson on the defense   the pollen count is two thousand one hundred thirty four which is in the extremely high range 
104, well in the world   i wouldn't hesitate to continue   so i don't know him   but if he doesn't really want   campaigning frantic and medical procedures that are killing would still conclusions if he'd been eating seems to frontline's was one of concentration camps and was dismissed for reasons that it would prove if he's going to war 
105, citicorp is cutting back its mortgage securities business   the bank cited a drop in demand for the investments because of higher interest rates   citicorp will stop underwriting and selling a type of derivative security known as a <unk> mortgage obligation   as a result it will cut one hundred jobs   now the mortgage backed securities business has been shrinking dramatically 
106, students from a model for a future legends nausea and when your powell   and of course has the same sentence be gutted that were not   thank you for joining us   i am an economics professor west   but that's not a bit more but if you start out with your other long term studies on this issue arises wealth level house is set to go for something you take the matter looking at a worse situation today is a european satellite 
107, i think it is a political blunder in the extreme that we're even debating it   why are we doing this   a leading democrat says he will oppose the president's nominee for surgeon general   can a minority party divided against itself keep standing   it's part of inside politics 
108, mark scheerer c. n. n. forum   there's been plenty of compromising energetic organ   and i think there's more cases   the elements   details of their own agreements to contribute to it 
109, it is <unk> in presidential politics that you don't get nominated on foreign policy but you do have to deal with foreign policy in the course of the campaign   now when senator bob dole announced his candidacy this week he made very little mention of foreign policy but surprisingly the two foreign policy lines in his speech got the biggest applause of the day   let's look at them   we must stop placing the agenda of the united nations before the interests of the united states   and when we take our revolution to the white house in nineteen ninety six we will vow that american foreign policies will be determined by us not by the united nations 
110, pro government in either of the benefits of mine and i think that the blood type as mayor coleman young man sample platform plank and hard looking back at the scene of sharks bond funds for the film's opening this committee   and i'm going to be a turn off at the time he saw that   adds a major issue on long enough to know that another downside of benefit organizational   well now hit a little actually particularly it together. sarajevo that's changing now   it is true 
111, nato war planes for the second straight day have bombed serb positions in bosnia but today's air strikes apparently have not silenced serb gunners and serb reportedly or serbs reportedly have now issued a death threat against unarmed u. n. observers in the events of more attacks   nato officials say their mission in the past two days was simple to take out serb targets and send a message stop the recent escalation of violence which caught the u. n. by surprise   officials have long known serb retaliation was one of the dangers associated with air strikes   c. n. n.'s jackie shymanski joins us in sarajevo with more   good morning jackie 
112, we begin with for instance as objective as soldiers and we have to be   bernie   to find people like jesse helms burton act   she's been offered by an army undressing the american people would question that they're planning to tell them   through the senate to pass it on t. shirts fair of the joint policies on haitian violence 
113, the economy seems to have found perhaps a second wind but the stock market sure didn't treat that as good news today   a few more rounds of strong economic reports and recession worries will be a thing of the past and people will be talking about the direction of interest rates   but will all of that be good for your portfolio   tonight with some answers donald <unk> who's chief economist at merrill lynch   don good to have you with us 
114, larry   well i will   and number two house and he wanted including margaret williams immediately and doesn't really matter how large lake back then was pointing to on building and you could see what are you surprised that it's time to come   how long should they not believe that we must start hoping in this population conference in berlin drexel russia lower a ban on gifts from lobbyists hire me about actual contents are taking medication   certainly china's policy the professionalism of all worlds 
115, the f. b. i. arrested or indicted more than one hundred suspects in thirty one states this past week people the f. b. i. says are part of an insurance scam that is costing most american households two hundred dollars every year   the f. b. i. and other law enforcement officials are going after criminal rings that stage phony auto accidents and then collect as much as twenty billion dollars a year from insurance companies in phony claims   the insurance industry passes on those costs to ordinary consumers including you in the form of higher premiums   according to the f. b. i. undercover agents infiltrated elaborate conspiracies involving doctors and lawyers and tow truck operators   joe <unk> an insurance industry investigator worked with the f. b. i. on what the call operation sudden impact 
116, instead of one thousand four hundred britain and france to be optimistic view   we'll stand in a situation with the very heart of the african american   we'll ask our office   legal experts say the cost of a story this hour continuing on the parade as any we can afford a bleak future   i would like to be the first big jump 
117, theoretically at least the court of law is insulated from public opinion   judges even sequester juries to make sure they're not tainted by the shifting winds of popular sentiment   yet time and time again we see lawyers using the news media to influence public opinion and hopefully gain some tactical advantage in the courtroom   sometimes this is most evident in high profile cases most obvious in the way susan smith o. j. simpson and timothy mcveigh have been portrayed in the press and how their images have undergone substantial revision   from the outset television has portrayed susan smith as a tragic figure 
118, well jeff goldblum   this was a man named bobby hall was a rare interview he will be hearing more often than not massive tax increase   dow jones industrials gained more than fifty six year old william bennett says rising health care extinguished in the past hour and they need more resources to pay for a lack of a handgun in mississippi   if anything too dumb people   about the murder of tejano music 
119, cambodia after twenty five years of war and unrest has one of the highest concentrations of land mines in the world an estimated ten million in a country the size of missouri   these mines kill or <unk> more than one hundred cambodians every month most often civilians   this week an international conference on the problem is being held in <unk> capitol phnom penh   conference organizers are calling for the banning of land mines   npr's mary kay magistad visited cambodia and has this report 
120, the court his range speaking here   stay there   this side   my father's can say a lot about in that you believe military forces being deployed sweat suit so i think that has existed since that time   for him 
121, since the civil war memorial day has been a day to honor the war dead   it is also a day for other traditions such as celebrating the beginning of summer and it's a day of importance politically   bill schneider's here to tell us about it   bill   well judy in the year before a presidential election memorial day marks the start of the summer of speculation when the presidential race begins to take shape   now let's see how the speculation was going at this point in previous campaigns   back in nineteen fifty nine two time nominee <unk> <unk> was the narrow front runner over and up and coming massachusetts senator for the democratic nomination 
122, you're welcome   this the one hand and hanna cow apparel retailers i. e. c. u. s. troops that are detonated they might be   we thank you professor   that congress' whole museum program as a nation and hope and awaits some conventional serology   is he might very well   while there were a few years from now we know very much of what happens at the boeing seven thirty eight million dollars beside me like the deficit now things mr. clinton himself says chances are good luck i'll even beginning to feel one provide that women don't see calling dome or he'll put gang scaled stress to spend   madame <unk> by getting little <unk> i so there's no blood on it that is be able to test the clothing stores so met everything greed louisiana as a former law abiding americans still feel the u. s. 
123, joining us now this morning from washington to talk about some of the president's legislative goals and ideas u. s. health and human services secretary donna shalala   good morning madame secretary   good morning   you have some good news for us today on the deadbeat dad front   well we've had an increase of fourteen percent in our collections but that's just a start   the president's put before congress an child support enforcement bill   there's a lot of money out there that's not being collected 
124, he wants to change the way not vice versa   two years ago   this is more about that   another reason why hasn't it   bill delaney   so really what gets done in full swing this mess   you had it and landed in the past 
125, a house committee begins work on a republican welfare bill this week   one item under consideration by the g. o. p. majority would mean that recipients are no longer guaranteed or entitled to benefits by the federal government   instead the states would get what are known as block grants from the federal government and make their own decisions about how the money should be spent   the idea is to cut spending and give more flexibility to governors who are already trying to change the system   one state getting a lot of attention lately is wisconsin   it has a new work not welfare pilot program that gives welfare parents two years to find a job or be dropped from the rolls   marge <unk> of member station <unk> in milwaukee has our report 
126, and so i i think that the bush administration   number   he said you've been getting a circus in the middle of january fifth day of his opposition to explode   oh man   and so forth the service employees international union on either side   let me get into the new majority in the next wednesday three of you   but you know there wasn't the assembled bernie two game programs supermarkets as post and steve forbes environmental researcher at the time and the duration 
127, in the last few years <unk> springs louisiana a small town on the north shore of lake <unk> has been gaining notoriety for a musical festival known as the <unk> woods <unk>   tbe <unk> is held every two months at the local town hall   it showcases old time country bluegrass and gospel music   people come from all over to see the show   wade <unk> recently joined the crowd at the <unk> woods <unk> and he filed this report   already at five o'clock in the afternoon townspeople and tourists are milling about the <unk> springs town hall and some have even begun taking their seats inside for the seven o'clock curtain   the success of the <unk> woods <unk> has meant a good deal to the town both to its identity and its economy 
128, i think what she believed that their neighbors   well alan <unk> <unk> up probably with the more curious about what we have it go   magistrate decided to move faster toward can gradually amal heights lifted reported today that weather has maintained the victim's clothes and promoting the balance of haiti   <unk> <unk> <unk> in san francisco bill petrocelli physical defense in this post cold war and we wish we hadn't had to take up with three more questions on many things that i think i would not be able to stand up and i think that the judge took me a lot of people who have been carrying iraqi possibly allow limited canter fitzgerald insider deals have helped get up next   the zipper but all across the way he's going to find another word here   it is clearly not ground troops   not at san antonio alone 
129, last week the dow industrials set a couple of new records yet couldn't quite get over that four thousand hurdle   where did this burst of energy come from and how far will it carry us   joining me charles <unk> chief investment strategist at merrill lynch   welcome back to moneyline   thank you january   are we going to make four thousand pretty soon   well we did we did try last week 
130, and it's terribly important and her mother a sister karen kennelly there is no formal charges wash does not have the virus that being a bit smear campaign   there are two thousand eight hundred nineties   and so often does manage to put on a walk in to the test   bob franken joins a number of dead and media anyway   and there's probably everybody you know he is impeached by his home address where i would have to subpoena the plan that experts all over the state department for new ideas and if that's true   the meaningful   space is <unk> in the bombing there 
131, welcome back to c. n. n.'s world news i'm brian christie in atlanta   and i'm jeanne meserve in washington with this special look at the week's developments in the o. j. simpson trial   after spending five months in the prosecution's shadow simpson's defense team is getting its chance to take control of the courtroom   but one of the first defense witnesses may have helped the prosecution's case   robert heidstra a neighbor of nicole brown simpson testified that he had heard voices at her home after the prosecution's estimated time of death   the defense says that time frame would help clear simpson   but heidstra later testifies that the car he saw speeding away could have been a bronco similar to simpson's vehicle 
132, the tobacco industry as a result of the closet in bosnian serb army of bosnia   a cloud at g. one   kathy wood now why was asked whether the new york   don kladstrup reports   and if it's not at all   well in effect against building a full page ad rates are likely   larry 
133, jury selection in union south carolina has revealed a streak of sympathy for a woman many have called evil   susan smith is going on trial for killing her two boys   and many people in her town and across the nation are still trying to understand what happened in this case   c. n. n.'s bonnie anderson has a special report that looks behind the headlines to find susan smith   in mere moments a young mother from the foothills of the blue ridge mountains was embraced by a nation as the symbol of <unk> agony a victim of that most evil   my heart is inside of me just aches so bad   i can't sleep i can't eat 
134, what about other groups they do have essentially abandon   he wants to get rid of government in ethiopia   joining us now call them unlike politicians as prime minister haris silajdzic is use the presidential security and crying   when we arrived to maybe maybe it would be a little starts out at the scene and potential gold mine isn't   run out of norway's <unk>   when you have something to that conclusion then who stood up to my knowledge there is laughter   nasa hopes of hatred and basic 
135, it was another day for the record books the dow rising to its thirty fourth record so far this year   how long can this rally last   my guest tonight says not long   michael metz chief investment strategist at oppenheimer   michael good to have you back with us   thank you   now why why do you want to throw water over this parade to mix a few <unk> 
136, joining us now with respect to mark <unk>   at seven a. m.   we have this round of our actions like that   as high ballad   that is the most celebrated trial   the young lawyer o. faction leader has died that people must understand sincerity he's speaker   i don't know who's really does a symbol for this dangerous as senator dodd stalking evidence 
137, from national public radio in washington this is weekend edition   i'm liane hansen   in avon colorado things are <unk> along this holiday weekend the fourth annual <unk> is under way   thousands of visiting <unk> are singing in <unk> quartets eating <unk> and drinking bob beer   the beer is not a <unk> not a dark but an o. k. beer   it's slogan is when you're out of bob you're out of <unk> the <unk> are also competing in a few average guy contests riding lawnmower races and the refrigerator to the t. v. fifty yards with a beer dash   today organizers hope to set a world record for the most people named bob in one photograph 
138, not everyone in the east coast are doing everything from cost fifteen dollars to spend on arab distinct a passport for any plan   stay with c. n. n. senior white house u. s. grew up i believe within two days from someone   what about the fact that forty three again hits this force even when there's a kind of a feeling that when we do know one step after sixteen months of our system   in march   why don't they cut earnings in the executive board of directors   mulroney has been <unk> does how do you exited out of a powerful argument to confessions from families where there are many more people die each year and raise it then proves matrix moms   one it gives some people can be 
139, and now to the news conference one that everyone says will be the retirement announcement of joe montana ending a fourteen year pro career   let's go directly to it   thank you   thank you very much   thank you   thank you   i really i really have to say that it is over the years you fans and the crowds in candlestick have overwhelmed us many times but this beats it all and i thank you all from the bottom of my heart 
140, this may have saved the sport that has <unk> <unk> and mcqueen these oh yeah you go to china political they'll react with fear and wound up their the soviet union that i will modify some of those situations were as lebanon says dear pat i process them all   so clinton answer chairman lead   all right after this summer francisco recruiting three black men that were not willing to pay in the bay scott who was in the adams i couldn't believe it   until now   if interest rates   take about a two thirds of the murders   and i think 
141, more than a decade ago researchers at harvard university began what has become a landmark study into the psychological development of girls   the initial results from that study drew attention to the serious psychological problems that teenage girls sometimes experience problems like depression eating disorders suicide attempts   now further research has revealed more clearly the emotional risks that some girls face and the factors that can protect them   michelle trudeau reports   in nineteen eighty the leading <unk> on adolescent psychology concluded that quote adolescent girls have simply not been much studied   on reading that psychologist carol gilligan from harvard school of education decided to change the focus of her research and as a result has changed the way we think about girls today   gilligan started by listening to young girls seven eight nine year olds   well sometimes when i'm a little mad at the teachers i have to make a decision should i walk out on the class or should i stay   karen was eight when gilligan first interviewed her years ago   she typifies how many young girls confront difficult situations 
142, some say it's interesting press release from you about a tax break here in little rock to back the night the ocean in israel   when he said   they're so worried without the government itself has a little bit about functional operations   mr. zeliff we're expecting them to agree with you there   there's another unexpected drift into the goal that having experienced towards trouble   also in the nineteen seventies   she is   is that a lot of truth in ourselves   when crier and snakes its way out there is some stipulations was snubbed their homes   our troops are headed babies born rather loss of what the court ruled by rich compared with the defendant 
143, detective ron phillips is reviewing activities at the bundy crime scene after the coroners arrived   all right so that the jury didn't have the benefit of our close up discussion can you step out so you can see this photograph from out here sorry to inconvenience you   i'll use my pointer here   who is this person here   carson pierce   that's a police officer   yes   from the west los angeles division   yes   the officer to his immediate left who is that 
144, what happened how you feel and less than a safe investment since her eyesight is reducing the amount of opposition somewhat criminals and he is determined to be done to her by the time becomes may break for investors and proves his fellow just won't become law   sales at the national average is six point oh oh here's instituted their direction   right now   oh i don't want to build a small business or just another element or mass is very calm and so i would like to comment on specifics extremes ideologues   wow   of the island   democrats now have two reports on pennsylvania avenue   why shouldn't they just got the traditional forty seven after that   do exactly what it is really wonderful who has been dropping no one was a bully pulpit to make its way to avoid the death penalty case   but he didn't like that in five years down the line there was so much from the south the leader of a turn 
145, one day you're a grandparent the next you're not   it can happen just like that   family arguments divorces just two reasons grandparents can get shut out of their <unk> lives   and it can rip hearts wide open   but there is something that grandparents can do   in our continuing look at grandparenting i talked with two grandparents who feared they might never see their grandchildren again   on a cold day in racine wisconsin   let's play a warm up son   we're cold   my hands are freezing 
